t,temp,flow-in,flow-out
0,0,29.796391296493606,0.0
1,0.0074490978241234015,59.938869021648145,0.08938917388948081
2,0.022411467786063066,32.036391186451176,0.2763867112568802
3,0.03035146890486164,30.159455425407934,0.4015272902926495
4,0.03779095093864046,49.96272909385105,0.5435640113889202
5,0.050145742209255995,93.09805815214605,0.7599639264798086
6,0.07323026576567256,26.8539680598049,1.1249149023047038
7,0.0796625290550476,34.54010505094971,1.3254780697521331
8,0.087966185800347,35.44278903512933,1.5780147455164455
9,0.09643237937275022,29.670054749614792,1.8472377832406792
10,0.10338808361434375,65.66476046601551,2.1151047993128986
11,0.1192754975310194,88.98619226667589,2.5055742293001004
12,0.14089565204036336,73.62856828936845,2.9876796645575916
13,0.15855587419656608,63.38285642097865,3.459773480003407
14,0.1735366449318099,78.09957141067288,3.938994255063262
15,0.1920767892207123,30.523810607056856,4.493568505658466
16,0.1985843497460619,26.72026143725462,4.9372726661151844
17,0.20403009693884677,98.64491866345226,5.393282771395377
18,0.227343005911861,38.285800846383665,6.075652125756456
19,0.2353955430920178,86.23954511273352,6.603655674769046
20,0.2553045154515089,46.053501097899115,7.305301892086819
21,0.26499156525296197,10.308891288374111,7.912246548247781
22,0.26559072643799353,70.85871216606044,8.439732563172631
23,0.2811954713387155,70.50945739334041,9.15757179367225
24,0.2965334427386325,44.20709979723547,9.888413648247964
25,0.3051131142758794,10.704491704708797,10.569098620772273
26,0.3051469625468635,53.72077835715064,11.171151357038593
27,0.3157843692968915,11.869268279265954,11.909060314861673
28,0.3157744212879926,9.749299301263958,12.529872270598641
29,0.31507927804565894,75.99318792932074,13.153089342275521
30,0.33078930269242024,27.5544724195819,13.97246333737031
31,0.33418480496297315,90.31094036115326,14.659077945355026
32,0.3530977705669227,44.07615410140949,15.551007640257811
33,0.36022905718221065,98.800649960967,16.323865655171165
34,0.3808482532586596,27.986648576321304,17.284622835837684
35,0.3835237596937805,87.27318744536058,18.05780622350001
36,0.40082760499924563,43.36109712096309,19.02982438011803
37,0.4069104231844569,79.5655372337345,19.88716956303359
38,0.42183001510213214,84.25276373385297,20.8739426942294
39,0.43767472036203803,24.59303168683319,21.892819595634855
40,0.4383497733848376,5.680583280799012,22.76042496737262
41,0.4340798129631942,32.909696794206724,23.58520993605978
42,0.43641093467773096,32.28832574919755,24.485612982982254
43,0.43836161286928477,45.61423856242811,25.379511868921817
44,0.44342029454266135,77.3078150228607,26.314988596549355
45,0.4561685011492392,84.76506201139912,27.349748983240232
46,0.4705223294062789,91.94233907655934,28.421583718016613
47,0.4864025182459146,19.129438508218975,29.53883681464776
48,0.48380016866930736,44.853151820967874,30.46453346738067
49,0.4873973232577042,89.06284188590845,31.47790200935665
50,0.5017935582268421,66.30216563072705,32.621854320913314
51,0.5102136360542956,90.28020845652401,33.71208613632731
52,0.5243556666343447,16.479768275400254,34.893797697569035
53,0.5197521592788026,67.36626747133329,35.87312491199117
54,0.5276254449186382,38.311285921194006,37.011712165582345
55,0.5279503383575411,39.386338160817516,38.062988491046625
56,0.5282811757749839,90.70005292848617,39.12253432333212
57,0.5411755554262724,53.351276071255114,40.3334983932801
58,0.5444299998457661,90.52502310401115,41.44200845751528
59,0.5567007535073901,88.09458189875046,42.67486305672681
60,0.568055683217896,71.94269640612028,43.91225296660603
61,0.5750632940777746,10.861142962540782,45.12110073364987
62,0.5664983046349973,7.748918870166932,46.161439837632216
63,0.556895174393131,45.06070932967692,47.18776387344259
64,0.5563634107571895,48.80945373204444,48.30477618883941
65,0.5564895801429908,6.509403580352213,49.419548806619346
66,0.545762043836424,86.22072268561206,50.403671361840736
67,0.5547163066673668,77.07033187317202,51.61337413979146
68,0.561080546100712,76.38900910946795,52.790223363495386
69,0.5669802425372051,12.33391949980338,53.976816573501395
70,0.5565695182687806,19.68659103801349,54.979948670918205
71,0.5477461788605544,45.67726577981549,55.99761835882548
72,0.5451660907158019,97.92747511564558,57.0709729982178
73,0.5553802162451589,26.303289193794733,58.28645477414643
74,0.547384424850071,63.647017547262955,59.291051584366336
75,0.5484734163407952,96.77133275061027,60.40688412335025
76,0.5575645284976102,75.82289914974206,61.6118353104229
77,0.56111729445744,21.010227540809844,62.76050644677926
78,0.5506797247309476,91.86199910391657,63.7539374330164
79,0.5577067401486726,6.449049493538528,64.9500586372175
80,0.5430814878627529,23.014091609135413,65.88294207466606
81,0.5323642752463702,21.02152877649932,66.8551237512809
82,0.5209058765026748,84.19781613834283,67.79306872946569
83,0.5250070633548941,6.439505818275593,68.89555312344136
84,0.5093930515286027,14.136156526595078,69.75409792138343
85,0.4954885661799056,71.45109029331479,70.62164421208256
86,0.49569592770021365,8.753030990649568,71.62901416803476
87,0.4799769319058673,80.11064578382123,72.43157071238271
88,0.481896700673727,88.5639637258434,73.43028079720311
89,0.48568012140588707,35.855262840614486,74.43755547856864
90,0.4760345482463985,87.0547904674241,75.28938542273437
91,0.47897589950757097,39.00092001944364,76.28639630752072
92,0.4696545304355517,26.31839203923122,77.12955032641045
93,0.4569517408637569,55.865805380029066,77.92574728149204
94,0.4514367553883912,4.4752741421204885,78.78617372708695
95,0.4328590304921496,9.530306865847294,79.4716295245842
96,0.41537369982746536,16.591948209723117,80.14610134248854
97,0.399485161544274,10.758558669579388,80.80367161340982
98,0.3819738833083164,37.87691619124946,81.40839513595009
99,0.37109101357214125,53.405163943673784,82.05925974396857
