t,temp,flow-in,flow-out
0,0,100,0.0
1,0.025,100,3.0000000000000004
2,0.04925,100,6.16
3,0.07271,100,9.7177
4,0.09528057499999999,100,13.645769
5,0.11686913275,100,17.91630168
6,0.13739005732999998,100,22.5003097071
7,0.15676497990322497,100,27.36789231668699
8,0.1749230068240532,100,32.488405919518634
9,0.19180090534417354,100,37.830633609205854
10,0.2073432469418721,100,43.362953722611955
11,0.2215025085112191,100,49.05350663379405
12,0.2342391318527706,100,54.87035898931114
13,0.2455215421054428,100,60.781664623271695
14,0.2553261259496249,100,66.75582142415568
15,0.263637170593586,100,72.7616234619817
16,0.27044676472809054,100,78.76840772355436
17,0.27575466279720195,100,84.74619484506448
18,0.27956811408593585,100,90.66582327496549
19,0.2819016582671945,100,96.49907634554789
20,0.2827768891808075,100,102.21880177871276
21,0.2822221887361293,100,107.79902319983141
22,0.28027243293617143,100,113.21504328300584
23,0.27696867211542,100,118.44353820123865
24,0.2723577875651103,100,123.46264310571743
25,0.26649212678868095,100,128.2520284093512
26,0.25942911968634313,100,132.7929667006086
27,0.251230878011191,100,137.06839016434054
28,0.24196378047010586,100,141.06293843638568
29,0.23169804586100945,100,144.76299686810708
30,0.2205072966439827,100,148.15672522537506
31,0.20846811533763893,100,151.23407689366368
32,0.195659596114223,100,153.98680870667002
33,0.1821628939375555,100,156.40848155998853
34,0.16806077354755836,100,158.49445201370665
35,0.1534371605441317,100,160.2418551281466
36,0.13837669676209505,100,161.6495788152191
37,0.12296430205829027,100,162.7182300238248
38,0.10728474455233408,100,163.45009311131392
39,0.09142222127450561,100,163.84908078408077
40,0.07545995107848541,100,163.92067801882672
41,0.05947978157377873,100,163.6718794017918
42,0.043561811723330776,100,163.11112034626072
43,0.027784031636765596,100,162.248202668844
44,0.012221980969554598,100,161.09421502237961
45,-0.0030515727860403047,100,159.66144869777145
46,-0.01796693496048317,100,157.96330931867345
47,-0.03245776229015153,100,156.014224961648
48,-0.04646131853056353,100,153.8295512402922
49,-0.059918706340636584,100,151.4254738948763
50,-0.07277507481435566,100,148.818909429318
51,-0.08497980217168516,100,146.02740433488856
52,-0.0964866532554073,100,143.06903343498146
53,-0.10725391161415267,100,139.96229787766111
54,-0.11724448608356794,100,136.7260232926357
55,-0.12642599190672688,100,133.37925861687944
56,-0.13477080656094673,100,129.94117607847008
57,-0.14225610058056426,100,126.43097281143922
58,-0.14886384378342407,100,122.86777455568094
59,-0.1545807874223443,100,119.27054187537061
60,-0.15939842289118694,100,115.65797930705182
61,-0.1633129177179499,100,112.04844782470495
62,-0.16632502967412613,100,108.45988098387245
63,-0.16843999992009423,100,104.90970508043551
64,-0.1696674261902031,100,101.41476363208022
65,-0.17002111709822318,100,97.99124646201484
66,-0.1695189287137269,100,94.65462363527014
67,-0.16818258462254443,100,91.41958446809255
68,-0.16603748073956756,100,88.29998180068705
69,-0.1631124761897393,100,85.30878169304533
70,-0.15943967161300066,100,82.45801867296089
71,-0.15505417628124088,100,79.75875663474467
72,-0.14999386543992704,100,77.22105545675993
73,-0.14429912930411704,100,74.85394337584543
74,-0.1380126151480784,100,72.66539512712963
75,-0.13117896392986078,100,70.6623158287938
76,-0.12384454288705923,100,68.85053056315058
77,-0.11605717552784688,100,67.23477957808687
78,-0.10786587042236859,100,65.8187190065952
79,-0.09932055017401739,100,64.60492697689519
80,-0.09047178191824119,100,63.59491496162447
81,-0.08137051065864731,100,62.789144191853154
82,-0.07206779670661059,100,62.18704694032867
83,-0.06261455844169277,100,61.78705245846624
84,-0.05306132155630933,100,61.58661733322922
85,-0.04345797588961663,100,61.58226001325231
86,-0.03385354089292971,100,61.769599238395486
87,-0.024295940702528582,100,62.14339609341815
88,-0.014831789725883119,100,62.69759939466103
89,-0.0055061895745483775,100,63.42539410853707
90,0.0036374618983173544,100,64.31925249227666
91,0.01255764877524819,100,65.37098764074604
92,0.02121490186506168,100,66.57180911825932
93,0.02957194958549685,100,67.91238035111463
94,0.03759385449771819,100,69.38287745508678
95,0.045248135133946495,100,70.97304917226633
96,0.052504872840879915,100,72.67227759341498
97,0.05933680344252617,100,74.46963934536079
98,0.06571939360618598,100,76.35396692783404
99,0.07163090187422747,100,78.31390989048614
