t,temp,flow-in,flow-out
0,293.15,29.796391296493606,0.0
1,293.1574490978241,59.938869021648145,9.683827171357962
2,293.17001285828667,32.036391186451176,26.761625555110413
3,293.1713315496945,30.159455425407934,31.222119996391488
4,293.17106588355176,49.96272909385105,35.01119480893635
5,293.17480376712297,93.09805815214605,44.1101867761347
6,293.187050734967,26.8539680598049,64.61821004083957
7,293.17760967447174,34.54010505094971,58.53028160601639
8,293.17161213033296,35.44278903512933,57.19951516948072
9,293.1661729487994,29.670054749614792,55.050759656307946
10,293.1598277725727,65.66476046601551,50.580538474889636
11,293.1635988280705,88.98619226667589,58.08298275923676
12,293.1713246304474,73.62856828936845,70.4691859134755
13,293.1721144760414,63.38285642097865,74.98833103746848
14,293.16921310738724,78.09957141067288,75.56046243597052
15,293.16984788463094,30.523810607056856,80.51843119565093
16,293.15734922948377,26.72026143725462,68.17627870615297
17,293.14698522516653,98.64491866345226,57.42278450521781
18,293.1572907587061,38.285800846383665,71.25342357168734
19,293.1490488530248,86.23954511273352,60.96654457326168
20,293.1553671031597,46.053501097899115,69.8142309217019
21,293.1494269207037,10.308891288374111,62.533589347407315
22,293.13637074618896,70.85871216606044,46.03996486456481
23,293.1425754330143,70.50945739334041,52.68582442679986
24,293.14703134125597,44.20709979723547,56.37312306128024
25,293.14398983544,10.704491704708797,51.37984292753117
26,293.1338209976343,53.72077835715064,37.262471449747636
27,293.13793557436117,11.869268279265954,40.39250450210262
28,293.13080476530547,9.749299301263958,28.298109929249907
29,293.12616756264845,75.99318792932074,19.143780441788753
30,293.14037991452034,27.5544724195819,33.31707067064258
31,293.13893926495757,90.31094036115326,28.098973955928845
32,293.15449225655885,44.07615410140949,46.24978098539145
33,293.15394884983783,98.800649960967,44.886504399710255
34,293.16742738622816,27.986648576321304,63.25271234680371
35,293.15861087028554,87.27318744536058,53.928865228010636
36,293.1669469508399,43.36109712096309,67.36959560001311
37,293.1609448262201,79.5655372337345,62.122615706840634
38,293.1653055566018,84.25276373385297,70.5807429090953
39,293.168723561808,24.59303168683319,77.64918795933228
40,293.1554595227399,5.680583280799012,63.808849011746815
41,293.1409274563071,32.909696794206724,47.335471103946254
42,293.13732101272967,32.28832574919755,42.28579235797838
43,293.13482164607746,45.61423856242811,36.86146261377985
44,293.1370098400646,77.3078150228607,36.92038067777617
45,293.1471066986509,84.76506201139912,47.22944545414976
46,293.1564906027902,91.94233907655934,57.840174706825564
47,293.1650161438826,19.129438508218975,69.2831082710711
48,293.1524777264419,44.853151820967874,55.13384026539825
49,293.14990755433075,89.06284188590845,53.542003553394586
50,293.1587877639139,66.30216563072705,65.32480408874336
51,293.1590321042994,90.28020845652401,66.51197841437124
52,293.16497416180994,16.479768275400254,76.01863999940406
53,293.1500894438789,67.36626747133329,59.06913330002795
54,293.15216372742174,38.311285921194006,63.272062474572984
55,293.1459235332834,39.386338160817516,55.385127224798225
56,293.1419238360174,90.70005292848617,49.99424684950213
57,293.1521002875371,53.351276071255114,62.00837075522827
58,293.1499360138661,90.52502310401115,58.59722733840159
59,293.1579179628075,88.09458189875046,69.17739110253933
60,293.16264726050656,71.94269640612028,76.11087577866444
61,293.1616052156634,10.861142962540782,76.81273981400523
62,293.1451173164506,7.748918870166932,57.80371845430637
63,293.13260361655455,45.06070932967692,42.208161800869
64,293.13331675343676,48.80945373204444,40.90733304826131
65,293.1352922836077,6.509403580352213,40.067559269652975
66,293.1269027446854,86.22072268561206,26.022062375113823
67,293.14195240976306,77.07033187317202,41.8061298053658
68,293.15076846028,76.38900910946795,50.15251092224276
69,293.1573275848268,12.33391949980338,57.951459837408954
70,293.1459231997424,19.68659103801349,43.93536373837038
71,293.13986100656734,45.67726577981549,36.37959106770836
72,293.1421854252454,97.92747511564558,37.97975598012613
73,293.1571723550293,26.303289193794733,55.66740788047469
74,293.1498313253576,63.647017547262955,46.05984733474316
75,293.1542281179107,96.77133275061027,52.47604569247528
76,293.1653019396752,75.82289914974206,67.27795831317279
77,293.16743817488435,21.010227540809844,72.00806984366181
78,293.15468871430863,91.86199910391657,58.70778255118694
79,293.1629772684468,6.449049493538528,71.69559185011849
80,293.14666563285766,23.014091609135413,52.2570638597756
81,293.139354889795,21.02152877649932,43.71738800878689
82,293.13368092498695,84.19781613834283,34.94328602357086
83,293.1459945575156,6.439505818275593,48.254589789047486
84,293.13554078652294,14.136156526595078,32.632235748820904
85,293.1309167667174,71.45109029331479,24.774544405488545
86,293.14258590318934,8.753030990649568,36.59017714304582
87,293.1356266166512,80.11064578382123,24.893371634169633
88,293.14943093518866,88.5639637258434,40.66023771690084
89,293.1614068666909,35.855262840614486,54.734703853836216
90,293.1566870064376,87.0547904674241,49.68266571248706
91,293.16603003762634,39.00092001944364,63.6379935706998
92,293.1598707692385,26.31839203923122,57.90264907293477
93,293.1519747049801,55.865805380029066,50.22784622346421
94,293.1533841947692,4.4752741421204885,53.24473037119333
95,293.14119183071193,9.530306865847294,37.9305470716588
96,293.13409177066046,16.591948209723117,28.158071552866208
97,293.1312002398247,10.758558669579388,21.927441603611445
98,293.1284080190912,37.87691619124946,14.826755698567242
99,293.13417055921434,53.405163943673784,18.278883750264185
