t,temp,flow-in,flow-out
0,0,100,0.0
1,0.025,100,2.5
2,0.049375,100,2.4375
3,0.073765625,100,2.4390625
4,0.098155859375,100,2.4390234375
5,0.122546103515625,100,2.4390244140625
6,0.14693634741210937,100,2.4390243896484365
7,0.17132659131469727,100,2.43902439025879
8,0.19571683521713257,100,2.43902439024353
9,0.22010707911957167,100,2.43902439024391
10,0.2444973230220107,100,2.439024390243902
11,0.2688875669244497,100,2.439024390243902
12,0.29327781082688875,100,2.4390243902439046
13,0.3176680547293278,100,2.4390243902439046
14,0.34205829863176684,100,2.4390243902439046
15,0.3664485425342059,100,2.4390243902439046
16,0.39083878643664494,100,2.4390243902439046
17,0.415229030339084,100,2.4390243902439046
18,0.43961927424152303,100,2.4390243902439046
19,0.4640095181439621,100,2.4390243902439046
20,0.4883997620464011,100,2.4390243902439046
21,0.5127900059488402,100,2.4390243902439046
22,0.5371802498512792,100,2.4390243902439046
23,0.5615704937537183,100,2.4390243902439046
24,0.5859607376561573,100,2.4390243902439046
25,0.6103509815585964,100,2.4390243902439046
26,0.6347412254610354,100,2.4390243902439046
27,0.6591314693634744,100,2.4390243902439046
28,0.6835217132659135,100,2.4390243902439046
29,0.7079119571683525,100,2.4390243902439046
30,0.7323022010707916,100,2.4390243902439046
31,0.7566924449732306,100,2.4390243902439046
32,0.7810826888756697,100,2.4390243902439046
33,0.8054729327781087,100,2.4390243902439046
34,0.8298631766805478,100,2.4390243902439046
35,0.8542534205829868,100,2.4390243902439046
36,0.8786436644854259,100,2.4390243902439046
37,0.9030339083878649,100,2.4390243902439046
38,0.927424152290304,100,2.4390243902439046
39,0.951814396192743,100,2.4390243902439046
40,0.976204640095182,100,2.4390243902439046
41,1.000594883997621,100,2.4390243902439046
42,1.0249851279000601,100,2.4390243902439046
43,1.0493753718024992,100,2.4390243902439046
44,1.0737656157049382,100,2.4390243902439046
45,1.0981558596073773,100,2.4390243902439046
46,1.1225461035098163,100,2.4390243902439046
47,1.1469363474122554,100,2.4390243902439046
48,1.1713265913146944,100,2.4390243902439046
49,1.1957168352171335,100,2.4390243902439046
50,1.2201070791195725,100,2.4390243902439046
51,1.2444973230220115,100,2.4390243902439046
52,1.2688875669244506,100,2.4390243902439046
53,1.2932778108268896,100,2.4390243902439046
54,1.3176680547293287,100,2.4390243902439046
55,1.3420582986317677,100,2.4390243902439046
56,1.3664485425342068,100,2.4390243902439046
57,1.3908387864366458,100,2.4390243902439046
58,1.4152290303390849,100,2.4390243902439046
59,1.439619274241524,100,2.4390243902439046
60,1.464009518143963,100,2.4390243902439046
61,1.488399762046402,100,2.4390243902439046
62,1.512790005948841,100,2.4390243902439046
63,1.53718024985128,100,2.4390243902439046
64,1.5615704937537191,100,2.4390243902439046
65,1.5859607376561582,100,2.4390243902439046
66,1.6103509815585972,100,2.4390243902439046
67,1.6347412254610363,100,2.4390243902439046
68,1.6591314693634753,100,2.4390243902439046
69,1.6835217132659144,100,2.4390243902439046
70,1.7079119571683534,100,2.4390243902439046
71,1.7323022010707925,100,2.4390243902439046
72,1.7566924449732315,100,2.4390243902439046
73,1.7810826888756706,100,2.4390243902439046
74,1.8054729327781096,100,2.4390243902439046
75,1.8298631766805487,100,2.4390243902439046
76,1.8542534205829877,100,2.4390243902439046
77,1.8786436644854267,100,2.4390243902439046
78,1.9030339083878658,100,2.4390243902439046
79,1.9274241522903048,100,2.4390243902439046
80,1.9518143961927439,100,2.4390243902439046
81,1.976204640095183,100,2.4390243902439046
82,2.0005948839976218,100,2.4390243902438824
83,2.024985127900061,100,2.4390243902439046
84,2.0493753718025,100,2.4390243902439046
85,2.073765615704939,100,2.4390243902439046
86,2.098155859607378,100,2.4390243902439046
87,2.122546103509817,100,2.4390243902439046
88,2.146936347412256,100,2.4390243902439046
89,2.171326591314695,100,2.4390243902439046
90,2.195716835217134,100,2.4390243902439046
91,2.220107079119573,100,2.4390243902439046
92,2.244497323022012,100,2.4390243902439046
93,2.2688875669244513,100,2.4390243902439046
94,2.2932778108268903,100,2.4390243902439046
95,2.3176680547293294,100,2.4390243902439046
96,2.3420582986317684,100,2.4390243902439046
97,2.3664485425342074,100,2.4390243902439046
98,2.3908387864366465,100,2.4390243902439046
99,2.4152290303390855,100,2.4390243902439046
